reviewer_name,review_time,star_rating,headline,review_content,experience_time
Osa,2025-02-12T04:47:46.000Z,Rated 1 out of 5 stars,walmart/DEI ,"walmart, has chosen not to represent minorities. Brown and Black. I.e.: walmart, backtracked on being inclusive (DEI). walmart, made it clear. ","January 01, 2025"
S,2025-02-12T03:56:01.000Z,Rated 1 out of 5 stars,walmart won't get my money!,"Unfortunately, I can't support shopping at walmart any longer with their recent changes to no longer support DEI initiatives. Our diversity is foundational to what makes America wonderful. I will shop at other businesses who have the courage and integrity to stand for ALL Americans, and I urge others to do the same.","February 10, 2025"
Kathleen Ott,2025-02-09T19:34:21.000Z,Rated 1 out of 5 stars,I get gift cards from the parents of my…,"I get gift cards from the parents of my town, every time they don't work because I forgot to do something like putting the stickers on the back. I'm over it and will instruct the parents to not give me gift cards from walmart. Shame on walmart I feel ripped off","December 19, 2024"
Casey,2025-02-08T21:22:31.000Z,Rated 1 out of 5 stars,walmart Eye Center,walmart Eye Center,"February 07, 2025"
Rebecca Nolte,2025-02-08T20:55:32.000Z,Rated 3 out of 5 stars,Shame on you walmart for abandoning your DEI policy. ,"I am wondering how walmart can justify a statement on their website stating they offer ""Diversity and Inclusion"" to their employees. I didn't realize they recently ended their pledge to increase its Black workforce by 20% and their executive racial equity committee. I have been a loyal walmart customer for many years because I believed them to be an honest and fair company. I have been placing pick-up orders once or twice a week but after learning they recently bailed on their DEI policies that will stop. Shame on you walmart!","February 08, 2025"
Rebecca Mason,2025-02-08T13:17:21.000Z,Rated 1 out of 5 stars,Disappointed in walmart’s decision to…, Disappointed in walmart’s decision to remove DEI. I will never shop here again and have cancelled my RED card. ,"February 01, 2025"
Jeannie Kessler,2025-02-06T05:08:59.000Z,Rated 2 out of 5 stars,Mineral Oil in sourdough bread,Haven't bought their store brand sourdough bread but it says there is mineral oil in the ingredients. it is one of the last ingredients meaning it might be a small amount. however we do not know how much. Mineral oil is not consumable. There is food grade mineral oil but It is usually used for cutting boards. ,"February 05, 2025"
NLS,2025-02-06T03:00:46.000Z,Rated 1 out of 5 stars,Received a delivery from Fedex…,"Received a delivery from Fedex yesterday for my airpods.The package was ripped. Upon opening this morning, I found out that the box was empty. No airpods inside. Called customer service. They told me that they will reach out to resolution team and someone will get back to me within 5 business days. In the evening, I got a email from resolution team that they cannot do anything as per their records the order was delivered. So I called again and same message. I tried online chat and same message. Now I have been charged for an item that I did not receive. Is that fair? I have spent more than 2 hours today trying to get a resolution for this but no help from walmart. Is this the kind of customer service expected from walmart? Very disappointed.   ","February 04, 2025"
Benita Flores,2025-02-05T20:07:03.000Z,Rated 4 out of 5 stars,Why so much hate?!,Why so much hate? walmart is so awesome. They have all the cool latest products and I feel like often good price. The rewards program is also getting better and better. I can double dip with Pogo and Fetch and other reward apps also,"February 02, 2025"
Sullivan Purchasing,2025-02-05T16:19:25.000Z,Rated 1 out of 5 stars,wanted to set up automatic payments and…,wanted to set up automatic payments and was giving a hard time trying to do not happy with the customer services i got and was not very helpful either the supervisor was no help !!!,"February 04, 2025"
brenda n,2025-02-05T11:28:53.000Z,Rated 1 out of 5 stars,I am done with walmart!!!,"I am utterly appalled by walmart's decision to cancel the DEI programs. This move is inexcusable and has completely shattered my previous admiration for the store. It is unacceptable for a corporation to step away from such important initiatives, and I am resolute in my decision never to shop at walmart again. I am actively urging my friends and family to boycott your stores as well, and I am committed to spreading the word about this disappointing move. I sincerely hope that countless other customers will read this and choose to join me in taking a stand against your company's actions.","January 31, 2025"
Frances Hammon,2025-02-05T04:45:40.000Z,Rated 1 out of 5 stars,DEI necessary ,"walmart is a business. I will NO longer support, due to their elimination of DEI programs. A diverse workforce benefits, a business, financially, socially and ethically for all communities. Adios!","February 01, 2025"
Eric,Not found,Rated 5 out of 5 stars,An American company doing things right!,"Another great delivery. Always happy with the merchandise I receive. walmart is receiving negative reviews by a small number of ""window shoppers"", so I try to make sure I order even more right now to show my support. Two days ago I decided to buy an electric grill and some accessories -- the first part of the order was delivered today. Even with hundreds of criminals blocking the freeways in California during some childish protest, walmart was able to get part of my order delivered early. Thanks again walmart -- you're doing everything right!","February 03, 2025"
Ricci,2025-02-04T04:34:46.000Z,Rated 1 out of 5 stars,Disappointed.,Disappointed.,"February 03, 2025"
Sylvia Castillo,2025-02-03T17:27:00.000Z,Rated 1 out of 5 stars,Once walmarts true racist colors showed,"Once walmarts true racist colors showed, I will no longer be shopping there! walmart has always been mine and my whole families 1st choice. Not anymore! I hope walmart gets what they deserve… disrespectfully! ","February 03, 2025"
Sandra Razo,2025-02-03T00:51:53.000Z,Rated 1 out of 5 stars,walmart has always been my go-to store BUT…,"walmart has always been my go-to store for many things especially due to their convenient pick up options on their app. HOWEVER due to their recent rollback of DEI policies because of the worthless person in the White House, I’ve instantly stopped giving walmart my money. You’re losing a lot of loyal customers, which I’m sure walmart probably doesn’t care about but I hope they see the negative impact in their sales and know this is the reason why (I’m sure they’ll care then). Will be shopping elsewhere where there isn’t blatant discrimination. ","February 01, 2025"
S.I. Noebels,2025-02-02T22:24:54.000Z,Rated 1 out of 5 stars,I thought you were a better company...,"I just read that walmart has caved in to Trump's anti DEI policies.  I have shopped exclusively at walmart for 25 years.  I have boycotted Walmart for 30 years due to the way they treat thier employees and run other small business out of small towns.  It appears that I will be doing the same to you now.  I have loved the special lines of African American and Latino specialty brands.  I prefer the selection of walmart brands, and will miss buying the wonderful sheets, towels home goods, children;s items electronics and groceries.  However as of today, I will no longer be shopping at walmart.  You have made a very bad business decision and Trump and his minions will not be in power for long.  Please reconsider.","February 02, 2025"
Erik Lowery,2025-02-02T11:59:23.000Z,Rated 5 out of 5 stars,As always GOOD,"I purchased a Starbucks gift card for myself, and i received it very quickly. My shopping experiences with walmart have always been positive.  ","February 01, 2025"
Blanca Zuniga,2025-02-01T23:41:27.000Z,Rated 1 out of 5 stars,Dissatisfaction ,They are not about their customers they are just a profit ,"February 01, 2025"
Bernice Sanders,2025-02-01T23:20:36.000Z,Rated 1 out of 5 stars,walmart is not supporting customers in a…,walmart is not supporting customers in a manner that is fair and equitable.,"February 01, 2025"
LaToya Fields,2025-02-01T22:50:11.000Z,Rated 1 out of 5 stars,Will NEVER purchase from walmart…,Will NEVER purchase from walmart again....👎🏿👎🏾👎🏽👎🏼👎🏻👎😠,"February 01, 2025"
